geo_id,fips,county,total_employed,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,other,public_admin,year
0500000US29189,29189,"St. Louis County, Missouri",480733,2255,19257,49696,16095,54447,19315,13292,44451,57289,124380,43831,21809,14616,2010
0500000US29510,29510,"St. Louis city, Missouri",143572,190,5094,11090,2965,13080,6670,4825,8841,15818,39784,20117,6386,8712,2010
0500000US30013,30013,"Cascade County, Montana",36653,944,3937,1131,813,4802,1597,717,2963,2258,8150,4017,1518,3806,2010
0500000US30029,30029,"Flathead County, Montana",40831,1165,3497,3225,857,6544,2017,533,2357,3622,7977,6173,1855,1009,2010
0500000US30031,30031,"Gallatin County, Montana",46520,1245,4432,2514,1183,5507,1551,384,2241,5448,10935,7157,2497,1426,2010
0500000US30063,30063,"Missoula County, Montana",56935,1036,3750,1890,1189,8252,2309,2617,3108,5359,15895,7233,2056,2241,2010
0500000US30111,30111,"Yellowstone County, Montana",75790,3287,5827,3296,4233,9479,4998,1091,4154,6885,16758,7727,4719,3336,2010
0500000US31055,31055,"Douglas County, Nebraska",266557,1758,14446,22006,7133,32352,13054,7410,28532,32266,65364,24080,11347,6809,2010
0500000US31109,31109,"Lancaster County, Nebraska",151319,1668,8964,13002,3872,17238,6030,3549,13382,13725,40424,13840,6899,8726,2010
0500000US31153,31153,"Sarpy County, Nebraska",83285,479,4041,5685,2934,9010,4841,2104,9062,10030,20821,6765,2737,4776,2010
0500000US32003,32003,"Clark County, Nevada",872794,3309,56744,29212,17698,100242,39735,14636,55671,96050,124884,254286,41909,38418,2010
0500000US32031,32031,"Washoe County, Nevada",193408,1519,10432,10983,7021,26127,9791,3511,11635,20824,38583,34314,8508,10160,2010
0500000US33005,33005,"Cheshire County, New Hampshire",38857,428,2482,4200,1580,4419,1771,751,2468,1955,12543,3483,2032,745,2010
0500000US33009,33009,"Grafton County, New Hampshire",44916,782,3410,4179,702,6412,958,648,1551,3292,15096,5177,1165,1544,2010
0500000US33011,33011,"Hillsborough County, New Hampshire",210628,1340,14004,33246,6283,25159,8852,4029,15618,24583,49022,13347,7611,7534,2010
0500000US33013,33013,"Merrimack County, New Hampshire",76317,487,5291,7561,2641,10265,2917,1282,4323,6964,19947,5843,4079,4717,2010
0500000US33015,33015,"Rockingham County, New Hampshire",159582,1080,11024,20342,6718,23410,7034,4129,10741,16780,34526,11550,7147,5101,2010
0500000US33017,33017,"Strafford County, New Hampshire",64209,910,3423,7031,1696,9855,1672,1109,4341,5890,17189,5618,2846,2629,2010
0500000US34001,34001,"Atlantic County, New Jersey",126545,600,6973,4574,2577,13827,5374,1590,7248,9414,27902,35127,5395,5944,2010
0500000US34003,34003,"Bergen County, New Jersey",438302,919,24897,40015,19216,47458,22703,16169,45159,58730,99084,28699,20540,14713,2010
0500000US34005,34005,"Burlington County, New Jersey",218844,882,11393,18488,7951,24035,11788,4439,18360,25635,53075,13912,10274,18612,2010
0500000US34007,34007,"Camden County, New Jersey",238746,473,12733,16372,7763,28212,13560,4424,16998,28238,68154,19928,11225,10666,2010
0500000US34009,34009,"Cape May County, New Jersey",43681,428,3898,1337,1017,5529,1359,357,2762,3912,9769,7024,2864,3425,2010
0500000US34011,34011,"Cumberland County, New Jersey",62728,2153,4148,7867,1445,6789,2956,704,2203,5305,18850,3954,2324,4030,2010
0500000US34013,34013,"Essex County, New Jersey",344146,839,19412,21063,8192,33180,24477,11875,31756,44064,89318,25779,17380,16811,2010
0500000US34015,34015,"Gloucester County, New Jersey",140392,400,8065,13392,6085,18181,8567,2455,10326,15812,37053,8958,5680,5418,2010
0500000US34017,34017,"Hudson County, New Jersey",312480,88,17452,25036,12919,31641,24887,10909,34463,42737,60295,23187,16461,12405,2010
0500000US34019,34019,"Hunterdon County, New Jersey",62763,655,3617,7711,1670,6822,2222,2317,6033,8552,14680,4034,1961,2489,2010
0500000US34021,34021,"Mercer County, New Jersey",175496,1041,6524,16492,4788,15887,7626,4102,15125,22924,45499,12747,7923,14818,2010
0500000US34023,34023,"Middlesex County, New Jersey",392654,628,18052,39615,17826,43951,26800,12486,36177,52832,83080,29705,15450,16052,2010
0500000US34025,34025,"Monmouth County, New Jersey",305172,1043,16060,20781,10399,33644,14981,13058,33142,39280,70468,24158,11999,16159,2010
0500000US34027,34027,"Morris County, New Jersey",242762,605,13025,29462,8531,24489,11615,10352,26164,33295,55177,12728,8589,8730,2010
0500000US34029,34029,"Ocean County, New Jersey",240290,813,18437,15388,7462,32590,13194,5708,14989,22030,61378,22428,11712,14161,2010
0500000US34031,34031,"Passaic County, New Jersey",223928,106,12406,30737,9361,27233,10168,5816,17055,25463,50431,16915,11461,6776,2010
0500000US34033,34033,"Salem County, New Jersey",27213,421,2399,3359,1100,3088,2222,314,1497,3184,5298,1369,1499,1463,2010
0500000US34035,34035,"Somerset County, New Jersey",166170,419,8430,22572,3857,16233,5939,6392,18836,24680,38417,9145,6519,4731,2010
0500000US34037,34037,"Sussex County, New Jersey",73343,674,5495,7922,2303,8536,3791,2074,6642,7963,16268,6629,2033,3013,2010
0500000US34039,34039,"Union County, New Jersey",255497,177,17557,24870,10869,25990,18211,7394,21793,29021,53596,19342,13531,13146,2010
0500000US34041,34041,"Warren County, New Jersey",52725,455,4238,7013,913,6165,3362,971,3578,5144,11081,4030,2320,3455,2010
0500000US35001,35001,"Bernalillo County, New Mexico",313133,2402,22197,14327,7556,38113,11667,6814,14235,42501,79301,34732,12892,26396,2010
0500000US35005,35005,"Chaves County, New Mexico",,,,,,,,,,,,,,,2010
0500000US35013,35013,"Doña Ana County, New Mexico",84796,2413,6236,4489,1057,8706,4520,2151,3379,8062,24745,7929,3968,7141,2010
0500000US35031,35031,"McKinley County, New Mexico",,,,,,,,,,,,,,,2010
0500000US35043,35043,"Sandoval County, New Mexico",57074,727,4096,5010,1376,7496,2312,747,3265,5656,12803,6102,2035,5449,2010
0500000US35045,35045,"San Juan County, New Mexico",50157,5872,3263,2398,713,5613,4805,535,1461,2729,11718,5236,2222,3592,2010
0500000US35049,35049,"Santa Fe County, New Mexico",66852,1106,4745,1317,1410,8038,1967,985,3446,9610,12996,9707,3562,7963,2010
0500000US35061,35061,"Valencia County, New Mexico",,,,,,,,,,,,,,,2010
0500000US36001,36001,"Albany County, New York",152948,490,5607,7129,3344,16951,6140,3992,11472,15235,44276,13363,6583,18366,2010
0500000US36005,36005,"Bronx County, New York",524948,707,28747,18634,10342,62689,37729,10524,37711,44030,166086,55189,34473,18087,2010
0500000US36007,36007,"Broome County, New York",88506,631,4322,10395,2230,12543,2801,915,4686,8171,24238,8625,4773,4176,2010
0500000US36009,36009,"Cattaraugus County, New York",34550,1259,2399,4320,757,4956,1534,414,1290,2202,9236,2730,1270,2183,2010
0500000US36011,36011,"Cayuga County, New York",36971,1473,1977,5162,806,5018,1833,442,1419,2325,8198,3902,1659,2757,2010
0500000US36013,36013,"Chautauqua County, New York",57902,1640,2424,8489,1455,6511,2266,855,1980,3496,17684,4911,3563,2628,2010
0500000US36015,36015,"Chemung County, New York",40394,1096,2159,5441,409,5100,1634,703,2347,2499,12723,2180,1511,2592,2010
0500000US36019,36019,"Clinton County, New York",34901,840,2695,4492,553,4598,1811,524,1448,1790,9864,2112,1334,2840,2010
0500000US36027,36027,"Dutchess County, New York",141561,1009,11245,11419,2787,15522,5712,3704,9043,13663,43157,11512,5860,6928,2010
0500000US36029,36029,"Erie County, New York",427523,1290,17979,45232,12971,51420,19075,7287,33273,41147,121163,36530,20037,20119,2010
0500000US36045,36045,"Jefferson County, New York",46054,317,4278,2893,718,6245,2778,666,1538,3617,10668,4332,2604,5400,2010
0500000US36047,36047,"Kings County, New York",1087107,1294,59330,45713,26183,103875,64291,41019,86638,135845,310555,100298,64125,47941,2010
0500000US36051,36051,"Livingston County, New York",30981,1738,2683,3968,351,3200,973,329,1074,2454,10173,1762,872,1404,2010
0500000US36053,36053,"Madison County, New York",31975,695,2075,3712,1202,2753,1547,425,1629,2840,8789,3310,1191,1807,2010
0500000US36055,36055,"Monroe County, New York",344863,1119,14301,43764,7425,39940,12681,8427,19513,36742,111671,24663,14166,10451,2010
0500000US36059,36059,"Nassau County, New York",640457,1610,34273,30254,24047,63967,34382,16473,64831,79945,187618,40088,32315,30654,2010
0500000US36061,36061,"New York County, New York",839414,815,13183,32507,17896,61992,21740,52409,135840,156452,194262,90641,36381,25296,2010
0500000US36063,36063,"Niagara County, New York",97503,1177,7239,11873,2707,12474,4501,1515,5247,8330,26215,9112,3922,3191,2010
0500000US36065,36065,"Oneida County, New York",101109,1309,5170,10917,1851,10960,3570,1829,8128,6714,29838,7750,3509,9564,2010
0500000US36067,36067,"Onondaga County, New York",220285,1283,9325,17806,6350,24936,11601,5126,15178,21421,66003,19550,12827,8879,2010
0500000US36069,36069,"Ontario County, New York",54703,1378,3149,9404,1605,5791,1226,995,2789,4717,15218,4713,2435,1283,2010
0500000US36071,36071,"Orange County, New York",166479,2216,11649,12314,6266,21603,9230,3832,9425,14725,46585,11861,5515,11258,2010
0500000US36075,36075,"Oswego County, New York",52866,865,3889,6300,1816,6300,4408,713,1861,3433,13606,4605,2676,2394,2010
0500000US36079,36079,"Putnam County, New York",,,,,,,,,,,,,,,2010
0500000US36081,36081,"Queens County, New York",1047992,1469,69941,47429,31841,115464,83492,27119,89668,103950,239349,117255,73766,47249,2010
0500000US36083,36083,"Rensselaer County, New York",78930,337,4703,5100,2048,8997,3808,1015,4904,7485,21795,6512,3239,8987,2010
0500000US36085,36085,"Richmond County, New York",199327,198,14859,6854,2885,20115,13274,5690,21756,19756,57897,11295,9892,14856,2010
0500000US36087,36087,"Rockland County, New York",140341,92,7738,10044,3669,15088,5253,4178,9303,17689,45795,7029,7330,7133,2010
0500000US36089,36089,"St. Lawrence County, New York",45409,1861,2962,2795,686,5050,1324,946,2144,2435,15467,3359,2011,4369,2010
0500000US36091,36091,"Saratoga County, New York",112618,361,6916,9141,2930,14121,3774,2176,8344,12060,29309,10840,5022,7624,2010
0500000US36093,36093,"Schenectady County, New York",73056,180,2312,4214,1443,10191,3404,1705,6115,6652,20326,5485,4426,6603,2010
0500000US36101,36101,"Steuben County, New York",43318,1832,2999,9226,738,4324,1972,529,1356,2069,11456,3049,2078,1690,2010
0500000US36103,36103,"Suffolk County, New York",720726,2164,56469,55922,25800,87305,40414,20802,51642,77995,183819,46082,31567,40745,2010
0500000US36105,36105,"Sullivan County, New York",33030,834,3656,2431,752,4401,1862,859,1837,2689,7652,2765,1543,1749,2010
0500000US36109,36109,"Tompkins County, New York",48498,801,1658,2394,277,3502,1203,734,1382,4997,23612,5043,1601,1294,2010
0500000US36111,36111,"Ulster County, New York",84462,855,5183,5487,1636,12713,3900,1431,4139,7654,23560,6600,6329,4975,2010
0500000US36113,36113,"Warren County, New York",31139,469,2222,2225,652,3641,1273,1362,1490,2199,7697,4689,1639,1581,2010
0500000US36117,36117,"Wayne County, New York",45451,1639,2963,9642,1133,4341,1363,538,1599,3539,12011,2889,2430,1364,2010
0500000US36119,36119,"Westchester County, New York",455939,671,30406,19320,11915,39865,18487,14139,50568,61344,129654,35588,27380,16602,2010
0500000US37001,37001,"Alamance County, North Carolina",66788,922,4315,10750,1209,8337,1978,835,3889,6402,16073,6118,2570,3390,2010
0500000US37019,37019,"Brunswick County, North Carolina",41791,276,5387,2901,744,6937,2097,745,3108,3773,7626,4573,1782,1842,2010
0500000US37021,37021,"Buncombe County, North Carolina",111444,1369,6694,8836,2996,13501,1450,1587,6432,12511,32483,13576,4656,5353,2010
0500000US37023,37023,"Burke County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37025,37025,"Cabarrus County, North Carolina",77476,228,5576,8482,1964,8802,3780,1712,8022,8124,17356,6973,3937,2520,2010
0500000US37027,37027,"Caldwell County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37031,37031,"Carteret County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37035,37035,"Catawba County, North Carolina",70179,589,4036,16820,3536,8314,3884,490,3058,4179,12905,5610,4390,2368,2010
0500000US37045,37045,"Cleveland County, North Carolina",39686,1040,2190,7744,915,5996,1936,157,1835,3127,8417,3412,1789,1128,2010
0500000US37049,37049,"Craven County, North Carolina",37167,530,2662,3569,250,2970,2007,720,1479,2284,8149,4330,2302,5915,2010
0500000US37051,37051,"Cumberland County, North Carolina",118665,1067,7687,8116,1915,14756,5028,1406,4081,9828,34486,11613,6835,11847,2010
0500000US37057,37057,"Davidson County, North Carolina",71092,178,3982,14799,1491,9531,3620,1151,3468,5337,16089,5761,3277,2408,2010
0500000US37063,37063,"Durham County, North Carolina",128308,741,8204,6370,2397,9274,4346,3021,7056,19019,44697,10876,6978,5329,2010
0500000US37067,37067,"Forsyth County, North Carolina",156458,401,9593,18428,6150,16880,6065,2006,10562,16118,43094,15330,7335,4496,2010
0500000US37071,37071,"Gaston County, North Carolina",82205,96,4800,14765,3347,10042,4661,659,4262,6596,17652,7491,5063,2771,2010
0500000US37081,37081,"Guilford County, North Carolina",224194,722,11536,28502,9802,27005,9627,4682,16934,22658,52433,22962,11039,6292,2010
0500000US37085,37085,"Harnett County, North Carolina",43834,786,3908,4451,617,6009,1741,404,2105,4258,10104,3685,1460,4306,2010
0500000US37089,37089,"Henderson County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37097,37097,"Iredell County, North Carolina",66675,854,4258,12766,2483,10851,2287,1376,3997,4838,12892,6426,2200,1447,2010
0500000US37101,37101,"Johnston County, North Carolina",77471,827,6849,9131,3297,9889,3746,1472,5545,7151,14736,5028,3211,6589,2010
0500000US37109,37109,"Lincoln County, North Carolina",33558,323,2996,5670,1054,3980,3027,535,2374,2185,6325,2857,1353,879,2010
0500000US37119,37119,"Mecklenburg County, North Carolina",445716,429,29969,38831,16776,52531,25589,12104,54496,54248,82440,43585,24148,10570,2010
0500000US37125,37125,"Moore County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37127,37127,"Nash County, North Carolina",42790,568,2542,7479,1504,5688,1789,1130,3320,2439,9395,3385,1834,1717,2010
0500000US37129,37129,"New Hanover County, North Carolina",96896,171,6678,6084,3004,12148,3679,3053,5265,10508,24367,13117,5648,3174,2010
0500000US37133,37133,"Onslow County, North Carolina",55285,439,4102,2365,236,6470,2310,766,3112,4890,12253,7939,2318,8085,2010
0500000US37135,37135,"Orange County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37147,37147,"Pitt County, North Carolina",80520,942,5523,7452,2902,9481,2746,1266,4121,5442,25498,7827,4529,2791,2010
0500000US37151,37151,"Randolph County, North Carolina",62781,1501,4813,17595,1500,7449,2487,521,2662,4442,11236,4377,2866,1332,2010
0500000US37155,37155,"Robeson County, North Carolina",44599,1158,4871,7188,752,4844,2082,191,2315,1767,11694,3123,2021,2593,2010
0500000US37157,37157,"Rockingham County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37159,37159,"Rowan County, North Carolina",58312,872,5140,7419,2673,9820,3351,410,1880,3353,13624,4637,2760,2373,2010
0500000US37161,37161,"Rutherford County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37171,37171,"Surry County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37179,37179,"Union County, North Carolina",94191,1787,7713,13632,2496,11223,3729,2323,8878,9650,17679,5786,5786,3509,2010
0500000US37183,37183,"Wake County, North Carolina",448710,1525,24783,38715,14416,51145,17584,11500,29963,73272,95599,41681,21437,27090,2010
0500000US37191,37191,"Wayne County, North Carolina",51470,2886,2710,7907,2312,6397,1844,781,1641,2656,11874,3296,3014,4152,2010
0500000US37193,37193,"Wilkes County, North Carolina",,,,,,,,,,,,,,,2010
0500000US37195,37195,"Wilson County, North Carolina",32301,1392,2076,5580,1500,3258,1059,320,2114,2480,7513,2259,1300,1450,2010
0500000US38015,38015,"Burleigh County, North Dakota",44104,1343,3760,1733,1409,5617,2529,601,2599,4157,11630,2928,1746,4052,2010
0500000US38017,38017,"Cass County, North Dakota",90256,1640,6000,8270,3496,10978,3479,1890,7381,8179,21373,9037,5514,3019,2010
0500000US38035,38035,"Grand Forks County, North Dakota",36134,1307,2472,2504,885,4306,1539,549,1497,2207,11558,4514,1487,1309,2010
0500000US39003,39003,"Allen County, Ohio",44717,740,2368,9162,1653,5691,1314,565,1551,3587,10459,3705,2189,1733,2010
0500000US39007,39007,"Ashtabula County, Ohio",43330,575,2713,9000,886,5813,3042,519,1117,2166,10766,2702,2557,1474,2010
0500000US39013,39013,"Belmont County, Ohio",29135,1246,1992,2047,543,3919,1671,808,1496,1431,7954,2930,1289,1809,2010
0500000US39017,39017,"Butler County, Ohio",170645,925,7488,29696,5411,20642,7990,2018,11222,17735,39673,15392,6237,6216,2010
0500000US39023,39023,"Clark County, Ohio",57900,673,2540,7467,2591,7505,2286,433,3132,3334,15563,6473,2524,3379,2010
0500000US39025,39025,"Clermont County, Ohio",94269,367,4968,15309,2180,13137,4158,1064,8110,9196,20232,7645,5037,2866,2010
0500000US39029,39029,"Columbiana County, Ohio",43698,726,2473,7067,1033,5753,3083,949,1650,3003,10735,4372,1842,1012,2010
0500000US39035,39035,"Cuyahoga County, Ohio",572933,846,21072,66614,15753,61488,26727,10726,45583,61891,159409,50674,27610,24540,2010
0500000US39041,39041,"Delaware County, Ohio",85536,765,3364,7860,2859,9178,3111,2379,10059,11056,21887,5660,3255,4103,2010
0500000US39043,39043,"Erie County, Ohio",35269,448,1995,5165,474,5121,971,318,1322,1941,8547,5556,1995,1416,2010
0500000US39045,39045,"Fairfield County, Ohio",69450,445,4665,5495,2760,8767,6216,1239,5056,4908,16081,5787,3701,4330,2010
0500000US39049,39049,"Franklin County, Ohio",573927,1713,22494,43348,17964,76223,26838,12388,58703,64208,139776,52209,26158,31905,2010
0500000US39055,39055,"Geauga County, Ohio",44238,115,3951,7751,1156,4625,1530,434,3297,4128,9696,3727,2665,1163,2010
0500000US39057,39057,"Greene County, Ohio",70013,1401,2655,7078,1748,8119,2993,1359,4257,7450,18016,5193,2797,6947,2010
0500000US39061,39061,"Hamilton County, Ohio",367321,90,16255,43665,10360,44451,14392,7108,26333,43316,95001,37319,16109,12922,2010
0500000US39063,39063,"Hancock County, Ohio",,,,,,,,,,,,,,,2010
0500000US39081,39081,"Jefferson County, Ohio",28107,540,1352,3907,676,4194,1999,288,1219,1287,6629,3561,1753,702,2010
0500000US39085,39085,"Lake County, Ohio",114195,769,6511,22370,3486,13154,4292,1588,8826,10149,25628,9348,4670,3404,2010
0500000US39089,39089,"Licking County, Ohio",78762,602,6134,9284,1656,8317,4836,1076,8055,5956,18761,6222,2616,5247,2010
0500000US39093,39093,"Lorain County, Ohio",135796,568,8176,24257,3403,14513,6537,3265,6784,12307,32596,11385,6211,5794,2010
0500000US39095,39095,"Lucas County, Ohio",193662,528,8059,26569,5539,22673,11391,2892,9846,18235,51170,20140,9904,6716,2010
0500000US39099,39099,"Mahoning County, Ohio",96464,564,4878,12497,2773,12875,4222,2476,5296,6983,27509,8224,4426,3741,2010
0500000US39101,39101,"Marion County, Ohio",28388,584,1598,7025,629,3579,898,308,878,1956,6867,1785,1506,775,2010
0500000US39103,39103,"Medina County, Ohio",87569,644,5980,13762,2986,10042,5211,2169,6485,7713,19247,5607,3199,4524,2010
0500000US39109,39109,"Miami County, Ohio",46748,222,2865,10591,972,6222,1489,544,1119,4109,10339,3911,2799,1566,2010
0500000US39113,39113,"Montgomery County, Ohio",231879,324,11005,26986,5474,28750,10211,6414,13058,23130,61591,22357,9413,13166,2010
0500000US39119,39119,"Muskingum County, Ohio",36808,522,3619,5265,1179,6226,1996,377,1663,2599,8460,2838,1211,853,2010
0500000US39133,39133,"Portage County, Ohio",77333,209,4384,14349,2631,8866,2605,2198,3166,5798,18759,8623,3279,2466,2010
0500000US39139,39139,"Richland County, Ohio",51205,590,2060,11393,1548,6063,2122,715,1916,3924,10809,3545,1994,4526,2010
0500000US39141,39141,"Ross County, Ohio",,,,,,,,,,,,,,,2010
0500000US39145,39145,"Scioto County, Ohio",,,,,,,,,,,,,,,2010
0500000US39151,39151,"Stark County, Ohio",168075,1111,9589,26573,4697,18901,8716,3380,10095,13172,41581,17562,8054,4644,2010
0500000US39153,39153,"Summit County, Ohio",249952,810,11149,36528,8520,30411,11143,4102,19316,23560,61816,21761,12523,8313,2010
0500000US39155,39155,"Trumbull County, Ohio",86807,672,4580,15647,1634,11219,4845,1649,3874,6789,20045,8650,4006,3197,2010
0500000US39157,39157,"Tuscarawas County, Ohio",40524,613,1846,10403,702,5025,2021,364,1424,2460,8822,3847,2028,969,2010
0500000US39165,39165,"Warren County, Ohio",101692,237,4601,19719,3418,13284,2754,1806,6955,11866,22346,6920,3959,3827,2010
0500000US39169,39169,"Wayne County, Ohio",53009,1911,3212,11152,1064,7080,3077,626,2548,3136,12248,3618,2512,825,2010
0500000US39173,39173,"Wood County, Ohio",57825,293,2407,9656,1550,7081,2785,1162,2146,4161,17059,4550,3043,1932,2010
0500000US40017,40017,"Canadian County, Oklahoma",56088,1994,3128,3903,3096,6314,2225,1080,4021,4951,12844,5259,2342,4931,2010
0500000US40027,40027,"Cleveland County, Oklahoma",122363,2429,7759,7817,1886,14464,4654,2339,7628,10028,32341,11460,7410,12148,2010
0500000US40031,40031,"Comanche County, Oklahoma",47730,1280,3225,4408,445,5893,2043,691,2568,3639,10829,6132,1657,4920,2010
0500000US40037,40037,"Creek County, Oklahoma",30677,943,2970,4180,995,3543,2639,906,1147,1889,6356,1990,2014,1105,2010
0500000US40101,40101,"Muskogee County, Oklahoma",,,,,,,,,,,,,,,2010
0500000US40109,40109,"Oklahoma County, Oklahoma",336125,7049,24860,22160,10208,39822,16970,8872,25148,31191,73548,34035,18490,23772,2010
0500000US40119,40119,"Payne County, Oklahoma",38623,1146,2231,2797,1117,4631,1222,407,1597,1602,15155,3076,2663,979,2010
0500000US40125,40125,"Pottawatomie County, Oklahoma",30803,744,2647,3046,425,2578,1577,202,1397,2373,6994,3895,1858,3067,2010
0500000US40131,40131,"Rogers County, Oklahoma",41219,572,2767,7403,1762,4200,3577,1020,1814,3801,8335,2418,2330,1220,2010
0500000US40143,40143,"Tulsa County, Oklahoma",284180,3961,18892,32579,9395,32504,14437,9696,19728,29988,61899,28613,13866,8622,2010
0500000US40145,40145,"Wagoner County, Oklahoma",35446,594,2833,4196,1054,4358,1984,955,2560,3010,7659,3153,1631,1459,2010
0500000US41003,41003,"Benton County, Oregon",40325,1547,1287,2574,433,5815,1096,231,1504,4593,14875,3329,1256,1785,2010
0500000US41005,41005,"Clackamas County, Oregon",174392,3991,13533,20711,7586,21493,9137,2559,14675,18850,33954,12856,8761,6286,2010
0500000US41017,41017,"Deschutes County, Oregon",66715,851,5085,3873,1027,7310,2876,1295,4405,9547,14125,8908,4401,3012,2010
0500000US41019,41019,"Douglas County, Oregon",38593,2079,2433,3755,1397,5094,1691,385,943,2254,8862,4992,1884,2824,2010
0500000US41029,41029,"Jackson County, Oregon",84959,2825,4347,6370,1657,12897,3752,2477,5521,6909,20201,9237,4891,3875,2010
0500000US41033,41033,"Josephine County, Oregon",,,,,,,,,,,,,,,2010
0500000US41035,41035,"Klamath County, Oregon",,,,,,,,,,,,,,,2010
0500000US41039,41039,"Lane County, Oregon",155311,3127,9152,14376,6423,16722,5242,2334,8969,14626,44941,14497,9053,5849,2010
0500000US41043,41043,"Linn County, Oregon",46951,3044,3195,6749,1294,7485,1246,345,2646,3173,10480,2525,2461,2308,2010
0500000US41047,41047,"Marion County, Oregon",130889,8957,6307,14318,4264,15032,5263,1542,6568,10214,29999,9154,5973,13298,2010
0500000US41051,41051,"Multnomah County, Oregon",359931,3409,16354,36153,10562,38940,16742,10247,22367,44331,89307,39111,18791,13617,2010
0500000US41053,41053,"Polk County, Oregon",31589,1538,1144,1728,621,3460,912,1037,1326,2465,8912,2458,1805,4183,2010
0500000US41059,41059,"Umatilla County, Oregon",31498,3409,972,3271,681,5021,1796,617,567,1962,5994,3697,1148,2363,2010
0500000US41067,41067,"Washington County, Oregon",255515,4060,12792,42361,8099,30273,8776,4955,21608,30207,51314,19217,12665,9188,2010
0500000US41071,41071,"Yamhill County, Oregon",43739,2207,2162,6092,1204,4932,1756,1267,1643,3427,9668,4865,2600,1916,2010
0500000US42001,42001,"Adams County, Pennsylvania",52368,1649,5076,8767,1145,5067,3403,914,2210,3475,11161,4687,1637,3177,2010
0500000US42003,42003,"Allegheny County, Pennsylvania",589876,2044,29394,45760,16253,66817,27863,13125,51590,64534,170789,55039,27198,19470,2010
0500000US42005,42005,"Armstrong County, Pennsylvania",31764,1247,2347,4657,695,3524,2529,507,988,2085,8345,2067,1677,1096,2010
0500000US42007,42007,"Beaver County, Pennsylvania",77709,345,4953,8502,2116,10053,7188,794,5057,7255,18884,6417,4123,2022,2010
0500000US42011,42011,"Berks County, Pennsylvania",193364,3283,10555,32843,6246,21699,9077,3462,10613,16398,49407,14904,10856,4021,2010
0500000US42013,42013,"Blair County, Pennsylvania",58564,902,4395,8144,2048,8902,3541,993,2109,3361,14575,4844,2737,2013,2010
0500000US42017,42017,"Bucks County, Pennsylvania",318956,825,20568,38083,10065,43713,12667,6685,22448,37907,76720,25541,13820,9914,2010
0500000US42019,42019,"Butler County, Pennsylvania",88193,1026,5649,11914,4282,12458,5195,1373,4719,8778,19203,8046,2607,2943,2010
0500000US42021,42021,"Cambria County, Pennsylvania",62467,1296,4075,6509,1875,7739,3668,956,2766,4512,16212,5094,3523,4242,2010
0500000US42025,42025,"Carbon County, Pennsylvania",,,,,,,,,,,,,,,2010
0500000US42027,42027,"Centre County, Pennsylvania",73162,1256,3310,6465,774,8400,2088,774,3896,4476,29332,7405,3218,1768,2010
0500000US42029,42029,"Chester County, Pennsylvania",252993,6745,12814,33512,7384,28157,8482,4615,24447,36113,57072,17876,10254,5522,2010
0500000US42033,42033,"Clearfield County, Pennsylvania",33430,1570,2510,3529,775,4126,2626,274,1233,1873,9132,1981,2308,1493,2010
0500000US42037,42037,"Columbia County, Pennsylvania",30787,501,1542,5770,825,2915,1467,356,1539,1712,9415,1987,1566,1192,2010
0500000US42039,42039,"Crawford County, Pennsylvania",37687,1392,2382,7199,761,4348,1770,546,1190,1847,9355,3164,2141,1592,2010
0500000US42041,42041,"Cumberland County, Pennsylvania",119635,1251,6568,9523,4274,15038,6520,1295,9874,11701,27464,9050,5448,11629,2010
0500000US42043,42043,"Dauphin County, Pennsylvania",129444,948,7709,11410,4473,13709,8141,1500,10587,12614,30134,11069,4318,12832,2010
0500000US42045,42045,"Delaware County, Pennsylvania",265831,932,14480,22333,5459,26050,13653,6174,22735,29857,80923,21599,13044,8592,2010
0500000US42049,42049,"Erie County, Pennsylvania",125071,879,5572,23546,2529,13718,4958,1374,5555,7728,35734,12285,6002,5191,2010
0500000US42051,42051,"Fayette County, Pennsylvania",52157,1242,2954,4997,1952,7535,3105,1271,2109,3251,13060,6041,2351,2289,2010
0500000US42055,42055,"Franklin County, Pennsylvania",68976,2286,4639,10932,1730,8304,2816,1037,3130,4317,15550,5894,4002,4339,2010
0500000US42063,42063,"Indiana County, Pennsylvania",38219,1887,2895,3856,1170,4001,2273,348,2090,1418,10986,3386,2675,1234,2010
0500000US42069,42069,"Lackawanna County, Pennsylvania",96839,396,4485,10634,3421,10995,4126,1707,6122,6630,29419,7331,5042,6531,2010
0500000US42071,42071,"Lancaster County, Pennsylvania",249828,7495,19926,42392,10453,31478,10551,3604,14267,17670,54987,17781,12097,7127,2010
0500000US42073,42073,"Lawrence County, Pennsylvania",38593,491,2806,4545,1190,6417,2812,409,1571,2624,9590,3307,1647,1184,2010
